name,category,time
George Cret,Men,00:41:09
Istvan Barabas,Men,00:41:11
Liliana Schubert,Women,00:41:12
Ionut Kessel,Men,00:41:12
Sorin Parvuta,Men,00:41:13
Adrian Pop,Men,00:41:13
Mallory Martell,Women,00:41:13
Anda Udrea,Women,00:41:14
Razvan Vicentiu Sonea,Men,00:41:14
Benianim Bia,Men,00:41:16
Eugen Oci,Men,00:41:16
Madalina Ohai,Women,00:41:16
Arpad Borsos,Men,00:41:16
Mihai Chirila,Men,00:41:18
Matei Oprea,Men,00:41:19
Peter Levente,Men,00:41:19
Roxana Labau,Women,00:41:19
Lavinia-Timea Nagy,Women,00:41:20
Andrei Farcas,Men,00:41:20
Ionut Vintila,Men,00:41:20
Ioana Olteanu,Women,00:41:21
Mihaly Balint,Men,00:41:21
Raluca Coca,Women,00:41:22
Alexandru Mihai Lunganu Niculescu,Men,00:41:22
Ovidiu Micle,Men,00:41:24
Calin Lazar,Men,00:41:25
Csaba Losontiu,Men,00:41:27
Georgiana Andreea Farcas,Women,00:41:28
Bogdan Chioran,Men,00:41:28
Diana Homm,Women,00:41:28
Roland Miculas,Men,00:41:28
Ovidiu Crisan,Men,00:41:29
Andra-Lucia Rus,Women,00:41:30
Sergiu Cipcigan,Men,00:41:30
Annamaria Kerekes,Women,00:41:31
Bogdan Vilt,Men,00:41:31
David Pozet,Men,00:41:31
Gabriela Martinescu,Women,00:41:31
Ioan Andrei Ses,Men,00:41:37
Csaba Simonffi,Men,00:41:38
Anamaria Sonea,Women,00:41:38
Agota Radoi Riger,Women,00:41:38
Liliana Malai,Women,00:41:40
Jordan Rogers,Men,00:41:41
Simina Ilies,Women,00:41:42
Andreea Prunea,Women,00:41:45
Csaba Lorinczi,Men,00:41:45
Calin Badescu,Men,00:41:46
Cerasela Irimies,Women,00:41:47
Carciumaru Iulian,Men,00:41:47
Iuliana Duca,Women,00:41:48
Sebastian Orosan,Men,00:41:48
Raul Ghirean,Men,00:41:49
Nicolae Sandor,Men,00:41:50
Sergiu Marcut,Men,00:41:50
Marian Zepis,Men,00:41:51
Sergiu Campean,Men,00:41:52
Natalia Stavila,Women,00:41:53
Octavian Iosif,Men,00:41:58
Andra Hariga,Women,00:41:58
Gabriela Silvia Bese,Women,00:41:59
Alina Andrasan,Women,00:42:00
Carol Cepeda,Women,00:42:01
Alina Onul,Women,00:42:01
Jean-Christophe Cordonnier,Men,00:42:01
Timotei Andrei Sucala,Men,00:42:03
Corina Cernaianu,Women,00:42:05
Attila Papp,Men,00:42:06
Manuel Macavei,Men,00:42:08
George Gligor,Men,00:42:09
Bogdan Petrutescu,Men,00:42:10
Catalin Botezan,Men,00:42:15
Beata Tamas,Women,00:42:17
Liana Sirb,Women,00:42:18
Daniela Felecan,Women,00:42:18
Catalin Moldovan,Men,00:42:19
Cristian Pantea,Men,00:42:19
Adrian Nisa,Men,00:42:20
Ildiko Boboi,Women,00:42:20
Oana Bacila,Women,00:42:22
Cosmin Roman,Men,00:42:22
Simona Maniu,Women,00:42:23
Réka Palkó,Women,00:42:23
Robert Kostyan,Men,00:42:24
Alexandru Veres,Men,00:42:25
Alexandru Zifceac,Men,00:42:25
Daniel Sarbe,Men,00:42:26
Raluca Tighineanu,Women,00:42:27
Ioana Prisacariu,Women,00:42:29
Ioana Togan,Women,00:42:30
Valentin Ciupitu,Men,00:42:32
Alina Mican,Women,00:42:33
Dumitru Razvan,Men,00:42:33
Adrian Vasile Grozavu,Men,00:42:37
Radu Plesa,Men,00:42:37
Valeria Porfire,Women,00:42:38
Alexandra-Diana Rus,Women,00:42:39
Ioana Tand,Women,00:42:39
Anca Tirnovan,Women,00:42:41
Anamaria Potoroaca,Women,00:42:42
Stefan Krupaci,Men,00:42:43
Liliana Lobonea,Women,00:42:44
Anca Gîndulescu,Women,00:42:45
Mihaela Ioana Ifrim,Women,00:42:47
